iter	Logloss
189	0.6538455014
190	0.6537455183
191	0.653651667
192	0.6535873745
193	0.6534894189
194	0.6534327287
195	0.6533497391
196	0.6533182283
197	0.6532534416
198	0.6532133675
199	0.6531366485
200	0.6530568732
201	0.6529897785
202	0.6529339935
203	0.6528530599
204	0.6527612436
205	0.6526939686
206	0.6526236167
207	0.6525902959
208	0.6525173359
209	0.6524659766
210	0.6524277001
211	0.6523489066
212	0.6523055144
213	0.6522712836
214	0.6522319009
215	0.6521624664
216	0.6521091044
217	0.6520464978
218	0.6519300649
219	0.6518611563
220	0.6517786664
221	0.6517544414
222	0.6517042498
223	0.6516363314
224	0.6515452978
225	0.6514591879
226	0.6514591177
227	0.6513603942
228	0.6512825727
229	0.6511955538
230	0.6511287623
231	0.6510771954
232	0.6510341038
233	0.650969979
234	0.65092141
235	0.6508616891
236	0.650806571
237	0.650743115
238	0.6506793815
239	0.6505820134
240	0.650512361
241	0.650488858
242	0.6504756053
243	0.6504107546
244	0.6503506532
245	0.6502615541
246	0.65020466
247	0.6501059855
248	0.6500221439
249	0.6499728239
250	0.6499284322
251	0.6498896861
252	0.6498253061
253	0.6497645247
254	0.6497007977
255	0.6496405961
256	0.6495416157
257	0.6494538026
258	0.6494195084
259	0.6493486631
260	0.6492342935
261	0.6491258491
262	0.649024985
263	0.6490030964
264	0.6489631191
265	0.648900086
266	0.6487785953
267	0.6486782171
268	0.6486113199
269	0.6486064407
270	0.6485084114
271	0.6484557203
272	0.6483817065
273	0.6483315913
274	0.6482197902
275	0.6481329306
276	0.6480225762
277	0.6479426596
278	0.6478469419
279	0.6478065698
280	0.647697131
281	0.64763761
282	0.6475679775
283	0.6474874722
284	0.647375371
285	0.6473094066
286	0.6472419488
287	0.6471544129
288	0.6470832828
289	0.6470366455
290	0.6469649123
291	0.6469074098
292	0.6468252391
293	0.6467630138
294	0.646696214
295	0.646611723
296	0.6465599234
297	0.6464567858
298	0.6463494661
299	0.6462411333
300	0.6462125018
301	0.6461306403
302	0.6460655404
303	0.6460216325
304	0.6459421534
305	0.6458431795
306	0.6457493555
307	0.6456713382
308	0.6456386548
309	0.6455827699
310	0.6455479317
311	0.645431064
312	0.6453572458
313	0.6453020711
314	0.6452348941
315	0.6451868396
316	0.6451316478
317	0.6450681149
318	0.6450095552
319	0.6448959099
320	0.644827097
321	0.6447121462
322	0.644642152
323	0.6445483279
324	0.6444398057
325	0.6442826199
326	0.6442086072
327	0.6441210173
328	0.6440126024
329	0.6439338214
330	0.643876045
331	0.6438231619
332	0.6437724298
333	0.6437024265
334	0.6436388451
335	0.6435760756
336	0.6434850417
337	0.6434012286
338	0.6433455729
339	0.6432831346
340	0.6432040079
341	0.6431226386
342	0.6430408295
343	0.6429652331
344	0.6429154975
345	0.6428742454
346	0.6427477519
347	0.6427067319
348	0.6425628914
349	0.642481854
350	0.6424139281
351	0.6423283903
352	0.6422455762
353	0.6422335331
354	0.6421084294
355	0.6420016632
356	0.6419558792
357	0.6417913199
358	0.6417426309
359	0.6416703556
360	0.6415749242
361	0.6415035396
362	0.641404142
363	0.6413134172
364	0.641253178
365	0.6411722365
366	0.6410766925
367	0.6410074981
368	0.6409003644
369	0.6407960159
370	0.6407054415
371	0.6406269483
372	0.640547635
373	0.6404214975
374	0.6403414317
375	0.6402505377
376	0.6401849856
377	0.6400890671
378	0.6399637892
379	0.6399088335
380	0.6398343589
381	0.6397755973
382	0.6397250523
383	0.639665845
384	0.6396105995
385	0.6394967311
386	0.6394407164
387	0.6393324743
388	0.6393185063
389	0.6392956135
390	0.6391911206
391	0.6391265313
392	0.6390274738
393	0.6389647446
394	0.6388210519
395	0.638712041
396	0.638647168
397	0.6385910093
398	0.6385504388
399	0.6385106864
400	0.6384695515
401	0.6383560899
402	0.6383403503
403	0.6382688993
404	0.6381921257
405	0.638114077
406	0.6379887953
407	0.6379484971
408	0.6379111519
409	0.6378704651
410	0.637756561
411	0.6376374182
412	0.6375712099
413	0.6375366015
414	0.6375064053
415	0.6374396022
416	0.6373548512
417	0.6372559604
418	0.6371897873
419	0.6371085104
420	0.6369901612
421	0.6369113931
422	0.6368241072
423	0.6367432197
424	0.6366783695
425	0.6365959808
426	0.6365139527
427	0.6363902629
428	0.6363648911
429	0.6362294688
430	0.6361380732
431	0.6360317422
432	0.6359378176
433	0.6358663215
434	0.6358026528
435	0.6356900156
436	0.6355548438
437	0.6354742154
438	0.6353927044
439	0.6352384956
440	0.6351785829
441	0.6351212823
442	0.6350049619
443	0.6349749411
444	0.6348993239
445	0.634842891
446	0.6347403364
447	0.6346414404
448	0.634562885
449	0.6345176135
450	0.6344684364
451	0.6343462297
452	0.6342369364
453	0.6341661095
454	0.6340854522
455	0.6340489889
456	0.6339963801
457	0.6339259142
458	0.633866188
459	0.6337396521
460	0.6336940557
461	0.6336146225
462	0.6335586204
463	0.6335300719
464	0.6334375634
465	0.6333959044
466	0.6332971565
467	0.6332006839
468	0.6331605548
469	0.6330043288
470	0.6329139171
471	0.6328058858
472	0.6327288173
473	0.6326523243
474	0.6325873798
475	0.6325330752
476	0.6324567387
477	0.6323796422
478	0.632319154
479	0.632199297
480	0.632114645
481	0.6320590198
482	0.6320218024
483	0.6319807912
484	0.6318932541
485	0.6318224006
486	0.6317296334
487	0.6316567099
488	0.631588255
489	0.6315025896
490	0.6314503816
491	0.6313700159
492	0.6312998721
493	0.6311943529
494	0.6311406979
495	0.6310602783
496	0.6309319813
497	0.6308349783
498	0.630791527
499	0.6307301121
500	0.6306926313
501	0.6305992673
502	0.6305051292
503	0.6304445997
504	0.630328291
505	0.6303005372
506	0.6301989402
507	0.6301246098
508	0.6300528537
509	0.629988796
510	0.6299586535
511	0.6298890046
512	0.6298474263
513	0.6298338463
514	0.6297380052
515	0.6296594331
516	0.6296223511
517	0.6295848448
518	0.629539984
519	0.6294986073
520	0.629399462
521	0.6293095558
522	0.6292160171
523	0.6291074331
524	0.6290496914
525	0.6289733262
526	0.6288925093
527	0.6288131977
528	0.6287169926
529	0.6286652892
530	0.6286482696
531	0.628530568
532	0.6284738323
533	0.6284405516
534	0.6283439564
535	0.6282493333
536	0.6282068738
537	0.6281466702
538	0.6281320402
539	0.6280831201
540	0.6279674115
541	0.6278777831
542	0.627765643
543	0.6277299192
544	0.6276853789
545	0.6276440932
546	0.627590158
547	0.6275546867
548	0.62747131
549	0.6273837591
550	0.627262712
551	0.6271690835
552	0.6270594828
553	0.6269866523
554	0.6269316726
555	0.6268278209
556	0.6267496382
557	0.6266659057
558	0.6266222387
559	0.6265471684
560	0.6264850329
561	0.6264369105
562	0.6263598461
563	0.6262267711
564	0.6261363758
565	0.6260564915
566	0.6259304476
567	0.6258630689
568	0.6258067804
569	0.6256774412
570	0.6256082521
571	0.6255028039
572	0.6254177476
573	0.6254052131
574	0.6253490732
575	0.6252795404
576	0.6251417634
577	0.6250559729
578	0.6250174747
579	0.6249448537
580	0.624893814
581	0.6248123304
582	0.6247665199
583	0.624680516
584	0.6246347075
585	0.6245600541
586	0.6244493982
587	0.6243544089
588	0.6243074745
589	0.6242329939
590	0.6241786547
591	0.6241061591
592	0.6240052837
593	0.6239254439
594	0.6238495181
595	0.6237778824
596	0.6237429456
597	0.6236591592
598	0.623568904
599	0.6235168961
600	0.6234422449
601	0.6233713248
602	0.6232945879
603	0.6232625217
604	0.6231694944
605	0.6230985933
606	0.6230638119
607	0.6229494169
608	0.6228632167
609	0.6227614059
610	0.6226573195
611	0.6225934737
612	0.6225285488
613	0.6224648311
614	0.6223486953
615	0.6222647087
616	0.622187007
617	0.6221067085
618	0.6220723753
619	0.6220000285
620	0.6219011352
621	0.6218343731
622	0.6217963285
623	0.6217272436
624	0.621653785
625	0.6215807749
626	0.6214906737
627	0.621447507
628	0.6213758434
629	0.6213602615
630	0.6213334267
631	0.6212806506
632	0.6211812772
633	0.621146804
634	0.6210641046
635	0.6210133591
636	0.6209429663
637	0.6208422754
638	0.6207638635
639	0.6206970068
640	0.6206642119
641	0.6205838807
642	0.6205573268
643	0.6204663948
644	0.6204328552
645	0.6203859422
646	0.6203500853
647	0.6202420411
648	0.6201996673
649	0.6201141794
650	0.620054313
651	0.6199905497
652	0.619940177
653	0.6198596042
654	0.6198163863
655	0.6197757418
656	0.6197368065
657	0.6196483277
658	0.6195887277
659	0.6195322106
660	0.6195051237
661	0.6194193841
662	0.6194116171
663	0.6193650934
664	0.6193090653
665	0.6192548934
666	0.6192020637
667	0.6191298076
668	0.6191191007
669	0.6190746776
670	0.6190235732
671	0.6189427032
672	0.6188580744
673	0.6187949912
674	0.6187279897
675	0.6186542284
676	0.6186159634
677	0.6185844858
678	0.6184933764
679	0.6184560608
680	0.6184315225
681	0.6184048577
682	0.6183657968
683	0.618330426
684	0.6182679424
685	0.6182020043
686	0.6181562928
687	0.6180655315
688	0.6179863404
689	0.6179489345
690	0.6178610566
691	0.6178206428
692	0.6177874365
693	0.6177141333
694	0.6176246911
695	0.6175718426
696	0.6175411614
697	0.6174765509
698	0.6174138658
699	0.617337763
700	0.6172347693
701	0.6172249894
702	0.6171437444
703	0.6170687135
704	0.6170335533
705	0.616949484
706	0.6168952488
707	0.6168573116
708	0.6167856967
709	0.6167316773
710	0.6167020783
711	0.6166610662
712	0.6165943082
713	0.616538542
714	0.6164589146
715	0.616418814
716	0.6163533302
717	0.6163053999
718	0.6162197263
719	0.6161507298
720	0.6160808388
721	0.6160245898
722	0.6160008904
723	0.6159497756
724	0.6158629139
725	0.6158359274
726	0.6157319094
727	0.6156332726
728	0.6155510899
729	0.6154616453
730	0.6153470728
731	0.6153118501
732	0.6152482261
733	0.6151314903
734	0.6150377624
735	0.6150169465
736	0.6150026256
737	0.6149334419
738	0.6149053953
739	0.6148193657
740	0.6147535418
741	0.6147101119
742	0.6146110716
743	0.61456398
744	0.6145452939
745	0.6144267774
746	0.6143579604
747	0.6143182376
748	0.6142495591
749	0.6141550624
750	0.6140595664
751	0.6140088223
752	0.6139644008
753	0.613916872
754	0.6138881269
755	0.6138424436
756	0.613797595
757	0.6137209551
758	0.6136445166
759	0.6136396248
760	0.6135617757
761	0.6135349941
762	0.6135140354
763	0.6134589922
764	0.6134046912
765	0.6133672203
766	0.6133145429
767	0.6132897786
768	0.6131967504
769	0.6131221884
770	0.6131054505
771	0.6130214424
772	0.6129331634
773	0.6128687362
774	0.6128222411
775	0.6127412518
776	0.6127231467
777	0.6127052891
778	0.6126627645
779	0.6126255123
780	0.6126142062
781	0.6125709583
782	0.612505606
783	0.6124223093
784	0.6124048311
785	0.6123298083
786	0.6122612544
787	0.6121796426
788	0.6120902782
789	0.6120417455
790	0.612020507
791	0.6119736368
792	0.6119257942
793	0.6118404057
794	0.6117782524
795	0.6116998021
796	0.6116281262
797	0.6115739911
798	0.6114948328
799	0.6114005159
800	0.611349174
801	0.6112847411
802	0.6112035897
803	0.6111632424
804	0.6111190541
805	0.6110841642
806	0.6110083524
807	0.6109518969
808	0.610867196
809	0.6108528863
810	0.6108076516
811	0.6107507898
812	0.6107043407
813	0.6106418912
814	0.6105783603
815	0.6105467592
816	0.6105120279
817	0.6104613253
818	0.6103880971
819	0.6103426496
820	0.610311142
821	0.6102762025
822	0.6102204009
823	0.6102025068
824	0.6101209422
825	0.6100692838
826	0.6100410359
827	0.6099689445
828	0.6099072124
829	0.609831979
830	0.6097698849
831	0.6096667825
832	0.6096022958
833	0.6095390132
834	0.6094613932
835	0.6094142803
836	0.6093183376
837	0.6092577848
838	0.6091871471
839	0.609099135
840	0.6090137591
841	0.6089463012
842	0.6088712637
843	0.6088057776
844	0.6087573988
845	0.6087404839
846	0.608675601
847	0.6085890993
848	0.6085442793
849	0.6084440375
850	0.6084091183
851	0.6083673705
852	0.6082823839
853	0.6082322572
854	0.6081699185
855	0.6081324096
856	0.6080610631
857	0.6080299646
858	0.6079838431
859	0.6079463418
860	0.6078905008
861	0.607857079
862	0.6077881819
863	0.6077715819
864	0.607693085
865	0.6076433809
866	0.6075860466
867	0.6075302543
868	0.6074903017
869	0.6074520078
870	0.6073884981
871	0.6073472214
872	0.6073136593
873	0.6072917623
874	0.6072180787
875	0.6071374209
876	0.6070771051
877	0.6070231806
878	0.6069634884
879	0.6069469105
880	0.6068786362
881	0.6068141305
882	0.6067435268
883	0.6066990034
884	0.6066590407
885	0.6066106689
886	0.6065863789
887	0.6065296932
888	0.6065073143
889	0.6064734499
890	0.6064115261
891	0.6063512057
892	0.6062783483
893	0.6061992812
894	0.6061526391
895	0.6061225872
896	0.6060659112
897	0.6059797511
898	0.6059164473
899	0.6058990198
900	0.6058822066
901	0.605828531
902	0.6057816239
903	0.605719133
904	0.6056461232
905	0.6055739193
906	0.6054732728
907	0.6054038302
908	0.6053795087
909	0.6053113608
910	0.6052239903
911	0.6052072732
912	0.605109029
913	0.6050635034
914	0.6050101547
915	0.6049421774
916	0.6048768488
917	0.604812292
918	0.6047749654
919	0.6047309438
920	0.6046901699
921	0.604593333
922	0.6045391966
923	0.6044841767
924	0.6044367886
925	0.6043944502
926	0.6043318532
927	0.6042221226
928	0.6041702684
929	0.6040810934
930	0.6040509331
931	0.6039773557
932	0.6039397841
933	0.6038959594
934	0.6038642893
935	0.6038201224
936	0.6038021167
937	0.6037350305
938	0.6036430392
939	0.6036028137
940	0.6035109254
941	0.6034036003
942	0.6033705998
943	0.6033499922
944	0.603270875
945	0.6032001922
946	0.6031842303
947	0.6031329902
948	0.6030642224
949	0.6029835448
950	0.6029490881
951	0.6029180225
952	0.6028528966
953	0.6028226231
954	0.6027176383
955	0.6026506238
956	0.6026151253
957	0.6025379916
958	0.6024442565
959	0.6023839919
960	0.602341841
961	0.6022798074
962	0.6022456874
963	0.6022163179
964	0.6021571415
965	0.6021146687
966	0.6020621316
967	0.6020368166
968	0.6019865105
969	0.6018828836
970	0.6017994939
971	0.6017332717
972	0.6017170899
973	0.60170084
974	0.6016589596
975	0.6016227447
976	0.6015798607
977	0.6014798152
978	0.6014409321
979	0.6013811814
980	0.6013653864
981	0.6013149447
982	0.6012636737
983	0.6012389331
984	0.6011739096
985	0.6011586944
986	0.6010972634
987	0.6010726394
988	0.6010099136
989	0.6009507621
990	0.6008434045
991	0.6008098865
992	0.6007573311
993	0.6007335642
994	0.6007102843
995	0.6006315795
996	0.6005489523
997	0.6005141481
998	0.6003978842
999	0.6003148502
